run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
poisson1d-absolute	poisson1d	absolute	1.732344	2.152189	0.9831343	1.190264	f30c54354a66a7addc710d5996f00bdb5d3c426f5ff1f5b3aa3209a2b3f984ef	77858a08ddd9bd1adc3b023bd4e0033cb2618b4a560d3677dee45c2e104f8092
poisson1d-reference-delta	poisson1d	reference_delta	1.597898	2.042792	0.9255346	1.131321	bb6a6f355f8b413f00eb3d6c578b5556aaa427ef407a5d167659e4ffcc28e782	ae14f93afa9c185c709dbcea7f79ef69f967089ed0dd76bd71e123cddee98a51
