split,sample_index,polynomial_residual,forward_linear_error,forward_quadratic_error,observed_forward_residual,clean_forward_residual,observation_noise_floor
train,0,0.00015173799909681257,0.00015329042110086318,0.00014729473733459615,0.00015169969077717026,4.301440109783472e-05,0.00014730501562112172
train,1,0.00015531279097080682,0.0001493834072291082,0.0001385289765966697,0.00015560014244977047,5.73033496206781e-05,0.00013862277913911838
train,2,0.00042911393229283046,0.00042046248272754866,0.0001434516061263912,0.0004260372301702341,0.0003864160398428948,0.00014294320174095728
train,3,0.00022204438660594346,0.0003045234157282082,0.00013668756119323568,0.00022122715012431204,0.00016770680299160273,0.0001363142419576188
train,4,0.0002769373664807982,0.00027478822091903826,0.00014604177455939378,0.0002783127532140489,0.00023357556967610902,0.00014606942790472842
train,5,0.0002477268735784279,0.0002462094690366946,0.0001389241620654564,0.0002467622665433016,0.00019533164103758454,0.00013881024092657216
train,6,0.00015310233894292322,0.00015331416493113344,0.00015328684970703963,0.00015310112190421345,1.3520111881274045e-05,0.0001532869570706939
train,7,0.00028658236168782256,0.0003206887305342002,0.0001435003877325668,0.0002852666104873157,0.00025555299821083185,0.0001434685572536701
train,8,0.00016017941115274142,0.00017712416541905922,0.00014506608403484493,0.00016028358355353275,8.334270928543818e-05,0.00014498143089936794
train,9,0.0002101051631733776,0.000223049802187145,0.0001487741272965228,0.00021095270566045337,0.00014038176336671196,0.00014871294144266372
train,10,0.00017968066654130155,0.00018133529203442688,0.00013449806810838868,0.00018055062884826415,0.00012187431269016003,0.00013458476478890304
train,11,0.00040002864575311545,0.0005260391741771162,0.00014553886033090075,0.0004025668195620167,0.00036978850390033266,0.00014560010034845127
train,12,0.00015220794806261324,0.00014264710305764288,0.0001313292129861261,0.0001520430956938083,5.8478177338070076e-05,0.00013127874992562675
train,13,0.00014367244190204156,0.00014364651320933726,0.00014369001757556714,0.00014367211303920307,2.7963913310884193e-06,0.00014368968320458027
train,14,0.00042819061026425445,0.0005129598232284996,0.00014658196454440053,0.0004252154195059509,0.0004069873845809134,0.0001463429877964616
train,15,0.00014929368314994668,0.0001475985614141017,0.00013984903412559322,0.0001493462577161465,4.435344791723751e-05,0.00013985878482085143
train,16,0.00021669614947026632,0.0002446816521827713,0.00014351945049300024,0.00021578376210706386,0.00015882425040403262,0.0001435527404586812
train,17,0.0002140570070052725,0.00033086780141340915,0.00013781451725481368,0.000214303473668744,0.00016902758472633206,0.00013791243198322807
train,18,0.0001717023199524226,0.00017359001119625716,0.0001344160594134134,0.00017230100060418812,0.0001021727975607163,0.0001344160882008977
train,19,0.0002178204947029578,0.00024903152078309003,0.0001354762860308859,0.00021719080159068155,0.00016355860049692688,0.00013547901194090268
train,20,0.00016701256392919386,0.00016800230646689385,0.00015458731006834665,0.00016686010233382486,5.7298104435268124e-05,0.00015459872119666742
train,21,0.00013956514324712764,0.0001364574865086255,0.000133133734657593,0.00013952700738205278,3.333456803149202e-05,0.00013312214537946203
train,22,0.00028446697408664894,0.00044727203788515576,0.0001410352979622276,0.00028369384266180585,0.00024561922069779026,0.00014106759711398395
train,23,0.0005256286637214273,0.0005231113619438436,0.0001397906031756825,0.0005303559870283994,0.0005080961621676901,0.00013978745785810367
train,24,0.0005285516027324325,0.0005473404857423601,0.00013579749454533405,0.0005239852267767118,0.000522660014283517,0.00013622618326272155
test,0,0.0001968574792474787,0.00020400962695835245,0.0001455431688446985,0.0001975441054912139,0.00014262092149202674,0.00014542143921412385
test,1,0.00016695581697241072,0.00016727095256852914,0.000147022394323122,0.00016668419455520623,7.274557511013007e-05,0.00014701197695678693
test,2,0.00017956994966278263,0.00018984307603252978,0.0001370096271394915,0.00018028066873677288,0.000124261952977843,0.00013685628820609975
test,3,0.0001774377157589589,0.00019314577899645952,0.00016493682619937483,0.00017730952567393272,0.00010608181872221368,0.00016499438430060733
test,4,0.00015130030954030478,0.000156437382670611,0.00014804682227511127,0.00015132325657068015,5.411862688578121e-05,0.00014803663464769626
test,5,0.000333206876205763,0.0003328650130985911,0.00013738922725174452,0.0003311448764069577,0.0003017227282226526,0.00013736235986819552
test,6,0.00014234986544204548,0.00014247795237995895,0.00014241190855381148,0.00014235033239210697,1.066900586528774e-05,0.00014241197189829755
