split,sample_index,polynomial_residual,forward_linear_error,forward_quadratic_error,observed_forward_residual,clean_forward_residual,observation_noise_floor
train,0,0.0014643313308165123,0.0017929414467284983,0.0014719777292434174,0.0014647729232728887,0.00015005465699922284,0.0014730501562114473
train,1,0.0013711252079151631,0.0022657722129261035,0.0013766787580464569,0.0013748990898254192,0.00012399566994871552,0.0013862277913908843
train,2,0.0014402791080500514,0.009929292337266164,0.0015424234244532944,0.0014724887804232378,0.0005535010128752929,0.0014294320174093596
train,3,0.0014284587982858375,0.006970268827391261,0.001443215816670763,0.0013513112339783384,0.00020608652481083234,0.001363142419575679
train,4,0.0014604544556249684,0.006212281434119218,0.0014708840145164753,0.001474775782895912,0.0001751110110298631,0.001460694279047904
train,5,0.0013908281687303773,0.005301894338374078,0.0014097522396482132,0.0013917633929430172,0.00023042530341528463,0.001388102409265637
train,6,0.0015272313479607873,0.0015480034115376079,0.0015328597537049068,0.0015272508100812768,0.00013129380367233063,0.0015328695707075319
train,7,0.0014449331359095694,0.007198233737214028,0.001454674951950868,0.001439459102626162,0.00016825032963121547,0.001434685572536677
train,8,0.0014507713614702895,0.0027944079340253723,0.0014628287698813952,0.0014433485986352905,0.00018766121669357288,0.0014498143089943189
train,9,0.0015129584699851448,0.004618487741579848,0.0015153830444045247,0.0014945370686769972,8.58890641997578e-05,0.0014871294144264823
train,10,0.0013363828775864095,0.003514247424356042,0.0013465974679070937,0.0013547491653838235,0.00016618593373617736,0.0013458476478887672
train,11,0.0014903414621282938,0.01290828110712837,0.0015197725370882287,0.001494096417951061,0.00029866007140678675,0.0014560010034850273
train,12,0.0012911918682693847,0.0021974206689240783,0.0013195072260566486,0.001292293919120496,0.00027201794147658137,0.0013127874992562058
train,13,0.0014348976953909782,0.0014435320875174035,0.0014369387638899912,0.0014349036874604626,7.65624113453422e-05,0.0014368968320456431
train,14,0.0015323968338749612,0.012190115500978295,0.001562722759636788,0.0015033783644658038,0.00030696230051550027,0.0014634298779645754
train,15,0.0013952308099079434,0.0019488405342019685,0.001397511291225105,0.0013952927481449926,7.984116521373788e-05,0.001398587848208915
train,16,0.0014412713840409302,0.004989610158051312,0.001455481117232751,0.0014389125185827378,0.0002033002161108962,0.0014355274045865613
train,17,0.0013759656167982243,0.007373777568044406,0.0013874323176234398,0.001375839328675288,0.00017803452251225713,0.0013791243198325565
train,18,0.0013509422430945154,0.0032182875914570142,0.0013531833338540518,0.0013493417112436985,7.796635856407186e-05,0.0013441608820099166
train,19,0.0013500251387622009,0.005438641962781055,0.001360739528437254,0.0013566572117916344,0.00017058860438548716,0.0013547901194094043
train,20,0.0015383178733609658,0.002238621817499275,0.0015460544639215546,0.0015423551333401877,0.00015453319055761292,0.0015459872119667469
train,21,0.0013282542664225885,0.001639207810924488,0.0013327249985715084,0.0013278978443578165,0.0001090908226457393,0.0013312214537945807
train,22,0.001452290675234498,0.010604896423907328,0.0014566326879365717,0.001416426841142076,0.00011275141663556783,0.0014106759711393448
train,23,0.0014011947494983678,0.013244869135405634,0.001528282490965217,0.0015334370402504721,0.0006119230821988761,0.0013978745785812752
train,24,0.001361946130500196,0.01263726929995359,0.0014261103649764947,0.0014638930675842708,0.00042381112838940437,0.001362261832627057
test,0,0.0014345058781791273,0.003918115595268145,0.001478132470466266,0.0014381432707849624,0.00035797861707020364,0.0014542143921410608
test,1,0.0014675978969347933,0.0024649752892282467,0.0014738504572611643,0.0014708410363014892,0.0001358262944195411,0.0014701197695674581
test,2,0.0013696533226933091,0.003591191595104187,0.0014002386566966873,0.0013636285567252603,0.0002918377033967676,0.0013685628820617208
test,3,0.0016045799254433006,0.0027049270328736103,0.0016433244406337943,0.0016051647468272078,0.0003553659941511863,0.0016499438430055671
test,4,0.001460755438883411,0.0018629122790853124,0.0014817158334835964,0.0014603786914202136,0.00024834763969212165,0.0014803663464774918
test,5,0.0013599293892184432,0.007504996496545234,0.0014020922075827565,0.0013872707517676895,0.0003419948533794429,0.0013736235986822668
test,6,0.0014213422028735985,0.001434384127524,0.0014241123286333976,0.0014213426310573539,8.877166777233087e-05,0.001424119718983299
