split,sample_index,polynomial_residual,forward_linear_error,forward_quadratic_error,observed_forward_residual,clean_forward_residual,observation_noise_floor
train,0,0.0001464810614475144,0.0010215327216539492,0.000147882680489504,0.00014794901509035613,2.0320593568351007e-05,0.00014730501562112172
train,1,0.00014336410740825595,0.0019691440996153237,0.00015440036580151412,0.00015657568974646169,5.752328875064578e-05,0.00013862277913911838
train,2,0.00021649774649259006,0.009983349022431618,0.000460954366953608,0.0004171875791725857,0.00040800602602897627,0.00014294320174095728
train,3,0.000369916793196745,0.006970215737710361,0.0003801484952024449,0.00016120759597118336,8.799042935384928e-05,0.0001363142419576167
train,4,0.00014860459465431384,0.006070197712074481,0.00025228209284629136,0.0002538309232142491,0.00020424494574112183,0.00014606942790472842
train,5,0.00015833325397423395,0.005208638720003029,0.00021711930802098165,0.00019698852552406498,0.0001487567595787909,0.00013881024092657216
train,6,0.00015271093673702654,0.00030935553772225207,0.0001533005051591773,0.00015274659895584916,1.3433330896093025e-05,0.0001532869570706939
train,7,0.00020344612074551475,0.007085895532699571,0.00026880406149795217,0.000231506891803589,0.0001760182798993165,0.00014346855725366547
train,8,0.0001651754747450095,0.002252709419654469,0.0001755817041736593,0.00015141210271729636,5.9689857823257364e-05,0.00014498143089936794
train,9,0.00024738127236582474,0.004386188863969989,0.0002984461091237773,0.00023105348275344437,0.00016792881965887747,0.00014871294144266372
train,10,0.00016227017351408643,0.0032892830254512315,0.00022530209895067364,0.00020628511204201193,0.00015716649624168642,0.00013458476478890304
train,11,0.000359596221073767,0.012773165808038908,0.000495257664481127,0.00037626119661128023,0.0003415733562489538,0.00014560010034844964
train,12,0.00012875924603393538,0.001968270343779356,0.00014286385866875358,0.00013500709675859355,6.193744574715391e-05,0.00013127874992562675
train,13,0.00014348564738743083,0.0002364920651439528,0.0001437352309451974,0.00014349334650846896,8.467198063362164e-06,0.00014368968320458027
train,14,0.00035927220255401355,0.012187495674718251,0.000512469888065904,0.0004026566052497851,0.0003665579210894674,0.0001463429877964583
train,15,0.00014000147659123626,0.001451494574427996,0.00014034203271920664,0.00014078036220542623,9.77331594524451e-06,0.00013985878482084937
train,16,0.00026672793588971633,0.004797102968591223,0.00030614094021919026,0.00020610005728822047,0.0001510778255982582,0.0001435527404586812
train,17,0.0002650540772672608,0.007122594521374081,0.00027552487430863306,0.00015160710315891544,7.527469981251261e-05,0.00013791243198322704
train,18,0.00016768862448625013,0.002957285598462378,0.00020963645130008958,0.00018823296827565923,0.00012643018469532294,0.0001344160882008977
train,19,0.00015762448741294104,0.005349844936106048,0.00019234315074790183,0.00017082101888675193,0.00011037188041693238,0.00013547901194089771
train,20,0.0001551008943930344,0.0016442731120314869,0.0001677363190376779,0.00016469772161555344,6.405852708880178e-05,0.00015459872119666696
train,21,0.00013328742112625973,0.0010746883921006784,0.0001353502414007471,0.00013352329602553143,2.354656922096339e-05,0.00013312214537946203
train,22,0.000391834629366585,0.010426467257048414,0.00041663264545689594,0.00020322587764407872,0.0001417524158814321,0.000141067597113979
train,23,0.00016343930324154847,0.013201689444705445,0.0006539834452178402,0.0006536769194805609,0.0006353605645512705,0.00013978745785810367
train,24,0.00020291063166839445,0.01242551323948945,0.0005903509442478789,0.000587928344596149,0.000556106114061713,0.00013622618326272155
test,0,0.0001595491878678482,0.003602764884170394,0.0002244513234379893,0.00020236548098018288,0.00015865748193844335,0.00014542143921412385
test,1,0.00015174982687685978,0.0020134215333571168,0.00017265574376919567,0.0001658226801892328,8.265699783829776e-05,0.00014701197695678693
test,2,0.0001786509937543833,0.0032491165770978893,0.00024261508059249387,0.000207155420759759,0.00016505031568343322,0.00013685628820609975
test,3,0.00016064872979184775,0.0019224071855238577,0.0001625894450119576,0.00016486569781251666,2.506845628335494e-05,0.00016499438430060733
test,4,0.00014654458141887932,0.0010447268391891517,0.0001499290216895763,0.00014657016195871882,3.168372630710526e-05,0.00014803663464769588
test,5,0.0001381104125217678,0.00738984927098034,0.00030898009585349304,0.000307584514925077,0.0002769890266667659,0.00013736235986819552
test,6,0.0001421351945922477,0.0002449092996723214,0.0001424089693753574,0.00014213822211017654,8.825892162181933e-06,0.00014241197189829755
