run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
fhn1d-absolute	fhn1d	absolute	1.021152	1.731558	0.235020189	0.514127997	4af53a162603c0b1d7be6eea828cbbca9d44726d71f73580b0fdcd3430cc368b	0a82c3c065a71256c780a16ea7b6bf417f6086a18d684f70b48067295beed8d5
fhn1d-reference-delta	fhn1d	reference_delta	1.376094	1.679714	0.322440912	0.51507792	2dc8554fd95a655c3df89f8bd88f09a16176340feb5d0f6e142b9cf66c1076ec	3edff59e6f94d1a4b7245a2cda72f19f20ba63c1c4c70141f3367d3d00cad49f
