split,sample_index,polynomial_residual,forward_linear_error,forward_quadratic_error,observed_forward_residual,clean_forward_residual,observation_noise_floor
train,0,1.771035484619758e-05,0.0010095298172045106,2.8158314362350825e-05,2.5895365208444797e-05,2.192084990670991e-05,1.5312378993319748e-05
train,1,5.243951351445574e-05,0.001981643666945055,9.048696023859777e-05,7.65782435288995e-05,7.399754843397197e-05,1.3882069897654068e-05
train,2,0.0001530515365307793,0.01000019924742074,0.00041935386963819004,0.00039251890785300486,0.0003914216978395563,1.4382669597292365e-05
train,3,0.0003265124025400965,0.006984330615941317,0.0003382450838292139,8.952387504851175e-05,8.864896613682078e-05,1.3690949359542183e-05
train,4,2.9855212780203723e-05,0.0060702131837570734,0.0002079094513207588,0.00020813911222872803,0.00020613830511720927,1.4547665842113677e-05
train,5,6.816035912018965e-05,0.00521757689903985,0.00015528523065372126,0.00014072094370001496,0.00013971511077266385,1.315083967602052e-05
train,6,1.440643480775375e-05,0.0002739504947443421,1.4721764109272097e-05,1.4630488550154213e-05,3.031415775557321e-06,1.4409951819542673e-05
train,7,0.00013459079928190704,0.007088275696484727,0.0002256337016114612,0.0001828168376551642,0.0001814316442510961,1.4456402319970971e-05
train,8,6.932128164514037e-05,0.0022324013132489213,8.32853677423133e-05,4.796810845005292e-05,4.6276559228890127e-05,1.363466964245159e-05
train,9,0.0001859523331017544,0.004384270717849851,0.000255308512050309,0.00017782085412413953,0.0001759671746760509,1.482494936881846e-05
train,10,0.00010994927250654045,0.003290745142788075,0.00019020086920973876,0.000157020409520759,0.00015606179466883183,1.527749418819215e-05
train,11,0.0003302713039734553,0.012764880201989811,0.00047719012667259,0.00034743348815691584,0.00034546040286091294,1.4882786737377965e-05
train,12,1.4373551407663366e-05,0.001986040921394974,4.099579735381085e-05,4.1658365429596366e-05,3.841638319712182e-05,1.4028231654333967e-05
train,13,1.3817925561025424e-05,0.00019202462774193992,1.3955290022859921e-05,1.3844034981297237e-05,1.9532820954722776e-06,1.3854820484391149e-05
train,14,0.0003082157600760262,0.012196635499130996,0.0004843531026542355,0.00037582355139309173,0.00037478893282568766,1.5066015638997697e-05
train,15,1.806936300892654e-05,0.0014552331571905663,2.6667393735488157e-05,2.29287568195165e-05,1.961965111820208e-05,1.3114262216707633e-05
train,16,0.00023086504912325138,0.004796675438918251,0.0002741068532330193,0.00014900847020946892,0.00014859317783502034,1.4908852627313859e-05
train,17,0.000238412978724246,0.007107402986941413,0.0002470059528890684,6.557804625445059e-05,6.462018308152522e-05,1.4339923449343907e-05
train,18,9.531418065768424e-05,0.0029590687360394655,0.00016325342006933297,0.00013256792961356938,0.00013319650156126561,1.281621520922922e-05
train,19,9.086282086932673e-05,0.005355393737656897,0.00013956521415090265,0.00010515653891910024,0.00010607562006735688,1.330000649357176e-05
train,20,3.8314880095479065e-05,0.0016397512440801795,6.871981604936108e-05,5.9537197979563884e-05,5.7222152892214164e-05,1.3415948163482342e-05
train,21,1.475465714613253e-05,0.001080048010852951,1.908705112000097e-05,2.0023404114283857e-05,1.2111602434636839e-05,1.4407778254631568e-05
train,22,0.0003661785416954465,0.010414676811510865,0.0003945741828135743,0.00014714801088283274,0.00014713633616188332,1.434810070129143e-05
train,23,7.692496914145833e-05,0.013203300372428178,0.0006401864780556036,0.0006388267553187195,0.0006377191238138135,1.3600106723275449e-05
train,24,0.00014671737839717404,0.012407887174211749,0.0005904253232766343,0.0005725347157906297,0.0005737238585325929,1.3712971095988018e-05
test,0,6.797950123724018e-05,0.0035968102495663504,0.00015900427402954038,0.00014367402794722672,0.00014440649942751296,1.3693375603748957e-05
test,1,4.7124489911325535e-05,0.002010719495766503,9.020096407857783e-05,7.795221489347647e-05,7.71970299421847e-05,1.2666242560122773e-05
test,2,0.00010478841456311359,0.003239309871938356,0.00018872745563732423,0.0001574002968073469,0.00015784150912278693,1.4183545409072618e-05
test,3,1.773980789270973e-05,0.0018902410510820763,3.9941347648903415e-05,4.017262998013959e-05,3.581299850544782e-05,1.365661011642229e-05
test,4,1.4491586498364384e-05,0.0010236326691126154,1.971038528558753e-05,1.8725104099926715e-05,1.3363371407554652e-05,1.3938349764138389e-05
test,5,2.8258383115886457e-05,0.007390420642354788,0.000276039874333772,0.00027625232078684094,0.00027514475683072044,1.4597991709935976e-05
test,6,1.356958755434656e-05,0.00020283515201843105,1.3685240667450988e-05,1.3621633966691754e-05,1.775416859695702e-06,1.3621229802400423e-05
