split,sample_index,polynomial_residual,forward_linear_error,forward_quadratic_error,observed_forward_residual,clean_forward_residual,observation_noise_floor
train,0,0.00015682013804797621,0.00016311970318838998,0.000157216697543419,0.00015681200224692342,1.11596265543684e-05,0.00015721282214449435
train,1,0.00014348523085958405,0.0001609388132565233,0.0001438438006388531,0.00014345249214152612,1.0150974530826455e-05,0.000143830719023104
train,2,0.00013182499631979484,0.00040869848508880635,0.00013467919457867906,0.0001317575411494349,2.7582265935229365e-05,0.00013394934837776797
train,3,0.00013045810000785556,0.00031745224240505205,0.00013060343255807705,0.0001305015443738907,6.160836938654309e-06,0.0001306660647645736
train,4,0.00014048403377706078,0.00028145794774762646,0.00014088178999845373,0.00014047895938000302,1.0579737552794233e-05,0.00014077814676752078
train,5,0.00013812998688081342,0.00025315622849783766,0.00013830234967030782,0.00013818034320103309,6.902837398465954e-06,0.000138314386187192
train,6,0.0001336494522988492,0.00013404500393299633,0.00013365365217978968,0.0001336495951190994,1.0595156494225992e-06,0.00013365368513162422
train,7,0.00014377709201686707,0.00033626477331968934,0.00014479948143014047,0.00014372889500375986,1.7176575916672506e-05,0.00014486971246204398
train,8,0.00014133848877566618,0.00016949595322197507,0.00014176045962429603,0.00014129119099526793,1.0930046775388796e-05,0.00014169152917321902
train,9,0.00014878502727654064,0.00023455698786721996,0.00015087194386131486,0.00014883273689817922,2.5011121560214997e-05,0.00015074353249208474
train,10,0.00014010034858662454,0.0001853693771964445,0.00014140961515202147,0.00014009980916807437,1.9198690112553774e-05,0.0001414283697790497
train,11,0.00014155957699072593,0.0005343733101912509,0.00014212148052157928,0.00014155563392681032,1.2627130418631975e-05,0.0001419006933956003
train,12,0.00015159598948789185,0.00017386938261201187,0.00015218200342976448,0.00015159176589807653,1.3342466245567194e-05,0.00015218734868851382
train,13,0.0001426384716392816,0.0001428052413641569,0.00014270064002061113,0.00014263826298191535,4.211759952741807e-06,0.00014270040972549325
train,14,0.00014498099068106928,0.0005111365549485391,0.00014506200496946942,0.00014490873087414892,4.848120921445133e-06,0.0001448866505193397
train,15,0.00013291153931493902,0.00014908439329622855,0.00013377210996804624,0.00013291023899798476,1.5149384692369372e-05,0.00013376078278799577
train,16,0.00014097811914527212,0.00025766535314572633,0.00014199833594679526,0.00014113578775218656,1.699107365765673e-05,0.00014219783763483066
train,17,0.00012876348903134203,0.00030237731346481167,0.0001292375660274897,0.00012862778438942884,1.106025931233632e-05,0.00012908918305710619
train,18,0.0001331943091761753,0.00016605229158170488,0.00013420459165699075,0.00013316828762720455,1.6439562519431158e-05,0.00013428847276277433
train,19,0.00013718683525110143,0.00025133065937542196,0.00013725018751687041,0.00013712292509239298,4.1693992458427766e-06,0.00013719050382062346
train,20,0.0001419218732066793,0.0001660262446272083,0.00014323703677649084,0.00014191910403992222,1.9368430946217417e-05,0.00014329800467965083
train,21,0.00014304667405169364,0.0001492271533888563,0.00014337149081030087,0.00014304702783193312,9.645393113090315e-06,0.0001433697319557177
train,22,0.00013788377999870624,0.00045598947212678457,0.00013840293026345737,0.0001377562075497948,1.197730305089335e-05,0.00013836744372172166
train,23,0.00013288315041483552,0.0005354622693663436,0.0001339631224731815,0.00013299732947092278,1.6977793749217843e-05,0.00013347766364950846
train,24,0.00015261030967960836,0.0005330316648302411,0.00015347503488862582,0.00015272477405124814,1.6268684860710387e-05,0.00015328818291715762
test,0,0.00015430215024782106,0.0002116727819813001,0.00015478426302350192,0.0001542940224092901,1.2209032945876344e-05,0.00015470605833434176
test,1,0.00013883883170639146,0.0001578229487831413,0.00013992062538767757,0.0001388467395845219,1.7367120947298687e-05,0.0001398623917265291
test,2,0.00014942946198248197,0.00020879471912181304,0.00015121356850754898,0.00014940503293173874,2.3164194642374864e-05,0.0001510115393437272
test,3,0.00013477332237684135,0.00015018914010775847,0.00013523940880694503,0.00013477418827962406,1.1218430548603676e-05,0.00013521501028147858
test,4,0.00014616669613442615,0.00015584005579787896,0.00014713327048885996,0.0001461638314198142,1.6837313745393657e-05,0.00014712315032088436
test,5,0.00012479251782610042,0.00033894396113319866,0.00012536430924037087,0.0001248252243017612,1.1961341771037694e-05,0.00012554400449965884
test,6,0.00014397248693889876,0.00014562815381774516,0.0001449474696965438,0.00014397239193473643,1.6783689084555586e-05,0.00014494687025660838
