run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
diffreact-absolute	diffreact	absolute	1.020304	0.1469426	0.180864801490116	0.075723481490116	501532fac897bab68a7e3f3e304329d1aad8c65841d5b0922b610a8b8ddeb6c2	efefd0e6b3529ee68100a638492370cac565ed362dad6c43822cc3fd4680446a
diffreact-reference-delta	diffreact	reference_delta	1.889335	0.9665548	0.25325020149011596	0.189455501490116	e5919fe0e4783bd9d54a214388d166e58468b0d6f5e681371d25fde034b7e165	3ad7b422b4ce7663fc808f7a2d3de66271703fd7333a0117788545ee8782191a
