run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
poisson1d-dataset-noise-absolute	poisson1d	absolute	2.124638	2.505848	1.001598	1.261994	33c79e1130edc42848d6e6c01e82cb8bb122ecac7bc177aa82f8d7997c4a7d9c	cf23a8a680ad66c9e176438ce47ca92aa34155d8c9327d5398b07cb013f19c75
poisson1d-dataset-noise-reference-delta	poisson1d	reference_delta	1.939282	2.227018	0.9226878	1.133245	6f057ad9fb2c880f4ac2daf0773c94572d271c2384fe599d531cd76d283ce6e6	5e6864c716df7555929ea4664ef143c55cd5c9fc0a4304e0035367dfe58e71b7
