run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
activation1d-threshold-times-absolute	activation1d	absolute	1.852968	2.387889	0.49629479	0.6146146	ee8f1fdeb05d96025e23db5de6be6c7f5e413bbbaed850698002a890e23575d9	f65b5a64ef2cbb8bce983e5331cdcdd6f6ca787d70a64f3dd13f594a89502c59
activation1d-threshold-times-reference-delta	activation1d	reference_delta	2.117285	2.930577	0.56088698	0.65713043	a5ee0f6eb82e142d7fbba2fc10b0fcb35156cbac3971064d8892f177bd172368	a794db0a4297aa854ac8c535cc5b5309f5a352ded19dda64f6724258581cc04a
