run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
activation1d-event-noise-absolute	activation1d	absolute	1.73326	2.521988	0.49248503	0.57649728	fbb6d1b546af8db116d8bee6484d8a08b7af718fc381919e2074d6b47770cd52	eded8773da50955b062eb24b84ca3e61b1445c7d4b3b5a89f9bcd320927be5b9
activation1d-event-noise-reference-delta	activation1d	reference_delta	2.002994	3.143632	0.5410948099999999	0.62276742	78f826fce3943467aefbf27a512e202b65ea4c55452f0e312faa3266a9aaf20b	02893ee3d29759d1351628008822644044b05cf07be8d9b16259aeb9954eba08
