run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
activation1dpiecewise-absolute	activation1dpiecewise	absolute	2.037022	2.757692	0.9798948700000001	1.1605677399999998	7f234e59d99c2ecf9a93399f221e550156a38236a09916d5ac2f90a973c12e9c	cf857a6364c0d924cec8c15ae4938bb528f8624897fa47cd4b3ed269b9f91680
activation1dpiecewise-reference-delta	activation1dpiecewise	reference_delta	2.306879	2.722005	0.9733544500000002	1.14730992	e09700cea49804e8ebc787156901aaee9db542f17d456bfad84f92d4501d6f63	664c22d28549e186f73886bdb9bdaf7b3c8cbc55845c23a70803777673411aab
