run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
apcardiac1d-shortpulse-full-absolute	apcardiac1d	absolute	66.59601	101.8246	1.8111788640000002	2.25733856	70846bc5ce8fc820413bcefcb550a1ce9f332e0289948a1633379ba0a893e30c	a952d168c601c3b921dc54a4d6abb502e291da2a2f9f879c7dee5647e9874062
apcardiac1d-shortpulse-full-reference-delta	apcardiac1d	reference_delta	11.11056	43.23275	0.640814843	1.4295	c552bee4b5c7cf09535eeed658fd29427592abab9b7990c40ebd2f82758d8086	5135c54473b1802027a887978daf3172bce093cf46600f9cc9f8a5c46a14d7a7
