run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
activation1d-event-traces-absolute	activation1d	absolute	1.775205	2.369984	0.51105302	0.5663674599999999	5065d525b83aff396df92bcc9fe69c27ec23a27dfe943b2aa5375a46b7caa8d2	94bafc13aeca2f31ce7f04e5931787ff46cd876c1503c99d60dfa95a852f8d0a
activation1d-event-traces-reference-delta	activation1d	reference_delta	2.058971	3.193832	0.54749793	0.6520512199999999	8bbddfa7da235331834a00d79b956a6e142f1a313b1d66d1ef208fa7a68fd96f	ab95a793da02db43e04d87c2535a9a047f9ee52854e80915c0c4d86d117e0200
