run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
fisherkpp-absolute	fisherkpp	absolute	1.019426	0.2385357	0.21870609000000002	0.10094797999999999	b1aa75150747843b2a4743c2d3b974809fe67b2d1ef1c007874c27135e139d17	3a33ac35497e0c9fd08583e7778bae706f6a84aa1d4f582cb28e82029c30b773
fisherkpp-reference-delta	fisherkpp	reference_delta	1.079943	0.2926508	0.23297046999999999	0.10075829	36b8fd0d270daedb73de2aa971a3131b2c2157fbcb8e1bb85a98b982a402cb4c	c5d31101514fa39771a75c2c674e19ebfa3effc4876c652ea740a39738368d8e
