run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
lando1d-absolute	lando1d	absolute	1.839747	4.700427	0.9210623	1.9430169000000002	3cdae9bdd56e5ea58515e43f7ef09d047a1642c563dc24a5cfef8c82c218e5ce	d89627348a82c447afb3742f0b1d9c6b6fd8740ed4ea45e3d09ee7861029f520
lando1d-reference-delta	lando1d	reference_delta	3.261536	2.798355	1.305036	1.1007608	22c728198de0c6493deff1ba805e31cde2a34444557bfc5861798dccd244b975	5a5eb74b8e0516ce5ea7edd19348df7c181eee7155d0f10e485408abaef10369
