run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
lando1d-absolute	lando1d	absolute	1.972097	6.601139	0.9384135	1.9759705	6d568ea2ce1b4bb0bae31049397b60da73857db5e3729ce4cca764e17323953e	7fa0fc0718eed8fe117d60949013d68e9ad83353ced7e805ab7f24b1805374d7
lando1d-reference-delta	lando1d	reference_delta	2.598332	3.658893	1.2896459	1.1061324	bc5dec48ec562ff2b008aae85f2528c19e1498562bb70e9e7d962eb06f0ae08f	12792b8084a54e72f756da0446c58c838496a69384f3ffbabb77b7a40d4020ba
