run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
apcardiac1d-absolute	apcardiac1d	absolute	1.022592	16.04304	0.05417708445093	0.06344202742093	245e5fbb2c7d2711e5faf044fec5574daf12e6cd1f72ba960b4c113e0292e6f3	7cecc30066b4259200c9a124546a03297575ceb10dda7b4fd1e916d8d4101898
apcardiac1d-reference-delta	apcardiac1d	reference_delta	3.184888	16.198	0.09048693522092999	0.12930708812092997	81f66899091b2255b016ebaa7c6d99e1326ac1d2ba412a5523e6dfaf641a246d	443f7c20e11974b8bf133cd34867b332948079d543a0e12ac8f62f6549ad452e
