run_name	project	inverse_formulation	train_total_loss	test_total_loss	train_mae	test_mae	data_sha256	predictions_sha256
nagumo1d-absolute	nagumo1d	absolute	2.025105	2.980742	0.3144248	0.5294970999999999	ee6c70f47f4d91bc2f240f01e29b8fbd1f3c02a5106f70f27dedc9e3644ea710	49dd4c40fcba08034251c28287b414cb6df4400982cc311ff2a5b7a3abc119c7
nagumo1d-reference-delta	nagumo1d	reference_delta	1.824399	2.474673	0.3140559	0.4812761	3e294012c92ce5cd2eef2bc0079eef39adb99e0ba92af9ee437bb8ac85bb5111	69861ad320311687be82364d7cd7cdfd888e0bcfd45f583dee0a607c57fc05d2
